3249.85,0.00E+00
3259.85,0.00E+00
3269.84,1.73E-06
3279.84,6.62E-06
3289.83,1.83E-05
3299.82,5.22E-05
3309.82,7.82E-05
3315.15,1.01E-04
3319.81,1.22E-04
3329.81,1.73E-04
3339.80,2.18E-04
3349.79,2.62E-04
3359.79,2.48E-04
3369.78,2.25E-04
3379.78,2.22E-04
3389.77,1.95E-04
3399.76,1.75E-04
3409.09,1.45E-04
3409.76,1.42E-04
3419.75,1.11E-04
3429.75,6.94E-05
3439.74,3.86E-05
3449.74,3.40E-05
3459.73,7.73E-05
3469.72,1.97E-04
3479.72,3.35E-04
3489.71,5.38E-04
3499.71,6.53E-04
3503.03,6.77E-04
3509.70,7.29E-04
3519.69,7.82E-04
3529.69,7.65E-04
3539.68,6.63E-04
3549.68,6.01E-04
3559.67,7.10E-04
3569.66,9.04E-04
3579.66,8.34E-04
3589.65,9.62E-04
3596.97,1.21E-03
3599.65,1.30E-03
3609.64,9.33E-04
3619.64,4.21E-04
3629.63,3.59E-04
3639.62,9.04E-04
3649.62,1.20E-03
3659.61,1.04E-03
3669.61,8.99E-04
3679.60,9.64E-04
3689.59,1.04E-03
3690.91,1.05E-03
3699.59,1.08E-03
3709.58,1.06E-03
3719.58,1.11E-03
3729.57,1.12E-03
3739.56,8.85E-04
3749.56,7.11E-04
3759.55,5.23E-04
3769.55,3.52E-04
3779.54,5.87E-04
3784.85,6.74E-04
3789.54,7.52E-04
3799.53,6.73E-04
3809.52,5.65E-04
3819.52,4.48E-04
3829.51,4.05E-04
3839.51,4.22E-04
3849.50,4.32E-04
3859.49,4.16E-04
3869.49,4.01E-04
3878.79,3.15E-04
3879.48,3.09E-04
3889.48,2.04E-04
3899.47,1.00E-04
3909.47,7.11E-05
3919.46,7.34E-05
3929.45,3.96E-05
3939.45,2.43E-05
3949.44,2.92E-05
3959.44,2.43E-05
3969.43,2.28E-05
3972.73,2.94E-05
3979.42,4.29E-05
3989.42,5.30E-05
3999.41,4.62E-05
4009.41,4.14E-05
4019.40,3.58E-05
4029.39,2.88E-05
4039.39,3.73E-05
4049.38,5.42E-05
4059.38,5.77E-05
4066.67,5.05E-05
4069.37,4.78E-05
4079.37,3.69E-05
4089.36,3.05E-05
4099.35,2.68E-05
4109.35,2.76E-05
4119.34,3.19E-05
4129.34,2.72E-05
4139.33,1.75E-05
4149.32,1.93E-05
4159.32,4.05E-05
4160.61,4.30E-05
4169.31,6.02E-05
4179.31,5.20E-05
4189.30,3.78E-05
4199.29,5.39E-05
4209.29,6.83E-05
4219.28,5.09E-05
4229.28,6.06E-05
4239.27,1.66E-04
4249.27,2.91E-04
4254.55,2.94E-04
4259.26,2.96E-04
4269.25,2.00E-04
4279.25,1.07E-04
4289.24,1.00E-04
4299.24,2.06E-04
4309.23,4.07E-04
4319.22,5.94E-04
4329.22,5.87E-04
