9140,0
9160,0.00046294
9180,0.001086077
9200,0.004148814
9220,0.001872125
9240,0.002454534
9260,0.001995667
9280,0.001276141
9300,0.002837376
9320,0.003520247
9340,0.004913141
9360,0.005063834
9380,0.006580269
9400,0.006679374
9420,0.008510771
9440,0.009462446
9460,0.014347078
9480,0.015802421
9500,0.017242831
9520,0.026054988
9540,0.02919375
9560,0.036507122
9580,0.051668758
9600,0.066104076
9620,0.086865797
9640,0.117931674
9660,0.160193646
9680,0.218505125
9700,0.297324462
9720,0.387345327
9740,0.486258414
9760,0.594483267
9780,0.697706789
9800,0.768939827
9820,0.827965436
9840,0.854844451
9860,0.863075541
9880,0.859319083
9900,0.856666335
9920,0.856643266
9940,0.860853141
9960,0.866017442
9980,0.877263749
10000,0.886667888
10020,0.902546329
10040,0.91801338
10060,0.935064803
10080,0.946848713
10100,0.955248177
10120,0.960779056
10140,0.963479268
10160,0.966343808
10180,0.967624046
10200,0.963089688
10220,0.957190905
10240,0.948803638
10260,0.93923802
10280,0.93048696
10300,0.924123956
10320,0.919785084
10340,0.915408161
10360,0.914117053
10380,0.915913217
10400,0.923792711
10420,0.936446794
10440,0.952998664
10460,0.973454883
10480,0.991086001
10500,1
10520,0.998372211
10540,0.979117478
10560,0.936301621
10580,0.879627345
10600,0.80052701
10620,0.710692119
10640,0.620086155
10660,0.528732187
10680,0.446669568
10700,0.367467379
10720,0.298525914
10740,0.240781918
10760,0.187970063
10780,0.14287072
10800,0.106802102
10820,0.080019447
10840,0.057686979
10860,0.043292386
10880,0.031956459
10900,0.023996871
10920,0.017908051
10940,0.015476598
10960,0.01061233
10980,0.009938963
11000,0.008255543
11020,0.004527584
11040,0.004659271
11060,0.005437173
11080,0.002297053
11100,0.004026631
11120,0.004899565
11140,0.004993239
11160,0.004526226
11180,0.002548208
11200,0.002973136
11220,0.001308723
11240,0.001542229
11260,0.000475159
11280,0.002807509
11300,0.000192779
11320,0.001010052
11340,0.000538966
11360,0.001082004
11380,0.002014673
11400,0.000190063
11420,0.000514529
11440,0
