11160,0
11180,0.00116067
11200,0.000368289
11220,1.61E-05
11240,0.001068907
11260,0.001272273
11280,0.001530199
11300,0.001768285
11320,0.003322045
11340,0.002711949
11360,0.003575012
11380,0.005441259
11400,0.007528233
11420,0.007626195
11440,0.01091724
11460,0.013353901
11480,0.018776561
11500,0.024045455
11520,0.035141258
11540,0.050174165
11560,0.07123735
11580,0.104692164
11600,0.156771015
11620,0.236333933
11640,0.348197195
11660,0.481157118
11680,0.632475717
11700,0.756847149
11720,0.830619109
11740,0.842074568
11760,0.859377976
11780,0.830134298
11800,0.826183574
11820,0.791302655
11840,0.807584308
11860,0.815053016
11880,0.801235321
11900,0.830170263
11920,0.843542746
11940,0.856379557
11960,0.871644361
11980,0.884644834
12000,0.899304517
12020,0.908780829
12040,0.897673887
12060,0.930987328
12080,0.932263326
12100,0.940820755
12120,0.943091261
12140,0.948642885
12160,0.953192555
12180,0.953581942
12200,0.955254714
12220,0.956372013
12240,0.96101965
12260,0.9661943
12280,0.970383101
12300,0.976327806
12320,0.98098289
12340,0.98575453
12360,0.989327128
12380,0.993940011
12400,0.996452347
12420,0.997950314
12440,0.997722108
12460,0.99656642
12480,0.992279591
12500,0.987932033
12520,0.980340592
12540,0.966312128
12560,0.952335674
12580,0.941176659
12600,0.925560918
12620,0.896706625
12640,0.865568205
12660,0.850042984
12680,0.825043931
12700,0.843274881
12720,0.860905673
12740,0.860481592
12760,0.863754054
12780,0.865666173
12800,0.869616896
12820,0.881316608
12840,0.892106156
12860,0.896731451
12880,0.896967044
12900,0.907530868
12920,0.924702825
12940,0.93653647
12960,0.93427093
12980,0.948733405
13000,0.965471352
13020,0.973230209
13040,0.960852233
13060,0.991380568
13080,0.992220072
13100,0.974787697
13120,1
13140,0.990759342
13160,0.997191401
13180,0.986591612
13200,0.967565783
13220,0.969501455
13240,0.928874309
13260,0.922381459
13280,0.860688668
13300,0.804287083
13320,0.712533391
13340,0.654251898
13360,0.566497309
13380,0.503299132
13400,0.416692844
13420,0.361557296
13440,0.263410023
13460,0.216712912
13480,0.129652768
13500,0.113066095
13520,0.082395153
13540,0.052747231
13560,0.036659059
13580,0.025218527
13600,0.017847776
13620,0.003639493
13640,0.012531761
13660,0.012147351
13680,0.003883779
13700,0.006084836
13720,0.005436299
13740,0.006826375
13760,0.005663225
13780,0.006196439
13800,0.00310752
13820,0.001485558
13840,0.001530199
13860,0.002528425
13880,0.000802301
13900,0.001501678
13920,0.000939944
13940,0.001225151
13960,0.000295128
13980,0.000833301
14000,0.00040425
14020,0.000923824
14040,0.000846942
14060,0.000632416
14080,0.000168644
14100,0
