
# wl_um flx_nJy eflx_nJy bg_1px_nJy rms_renorm rms_from_spec_nJy
 6.02500024E-01   1.82936730E+03   5.64307321E+02   0.00000000E+00   9.59754390E-01   9.12906173E+02 
 6.07500024E-01   8.13147639E+02   3.58531616E+02   0.00000000E+00   1.01264037E+00   7.59866846E+02 
 6.12500024E-01   1.52790003E+03   2.45735725E+02   0.00000000E+00   1.01081239E+00   7.20955292E+02 
 6.17500023E-01   6.76595347E+02   1.93147301E+02   0.00000000E+00   9.97811978E-01   6.74946771E+02 
 6.22500023E-01   7.36091008E+02   1.53346416E+02   0.00000000E+00   1.11631091E+00   6.34741673E+02 
 6.27500023E-01   4.23616827E+02   1.42388951E+02   0.00000000E+00   1.08734910E+00   6.28546390E+02 
 6.32500023E-01   7.91163163E+02   1.22135728E+02   0.00000000E+00   1.18737317E+00   5.98845983E+02 
 6.37500023E-01   6.88956118E+02   1.03914167E+02   0.00000000E+00   1.13692742E+00   5.78023269E+02 
 6.42500023E-01   4.74443652E+02   9.69800270E+01   0.00000000E+00   1.23886156E+00   5.71831364E+02 
 6.47500023E-01   6.02892015E+02   9.11944362E+01   0.00000000E+00   1.34584239E+00   5.59282923E+02 
 6.52500023E-01   8.95555960E+02   8.47063020E+01   0.00000000E+00   1.37860744E+00   5.43842134E+02 
 6.57500023E-01   6.03183023E+02   7.89162202E+01   0.00000000E+00   1.44418663E+00   5.35664181E+02 
 6.62500022E-01   5.89509667E+02   7.30900275E+01   0.00000000E+00   1.45381698E+00   5.29093156E+02 
 6.67500022E-01   1.60359727E+02   7.06414774E+01   0.00000000E+00   1.43887940E+00   5.47853664E+02 
 6.72500022E-01   3.45560104E+02   6.33011200E+01   0.00000000E+00   1.38867846E+00   5.51069165E+02 
 6.77500022E-01   3.08050998E+02   6.29511643E+01   0.00000000E+00   1.38908284E+00   5.55396274E+02 
 6.82500022E-01   1.74159040E+02   5.42503571E+01   0.00000000E+00   1.31244723E+00   5.65839477E+02 
 6.87500022E-01   3.10278854E+02   5.36916349E+01   0.00000000E+00   1.27338623E+00   5.68221663E+02 
 6.92500022E-01   1.63077534E+02   5.51945705E+01   0.00000000E+00   1.32764174E+00   5.76649276E+02 
 6.97500022E-01   1.96049639E+02   4.86313984E+01   0.00000000E+00   1.32721171E+00   5.74409285E+02 
 7.02500022E-01   1.40965048E+02   4.72461454E+01   0.00000000E+00   1.36107110E+00   4.42046004E+02 
 7.07500021E-01   3.27058524E+01   4.45787010E+01   0.00000000E+00   1.44168333E+00   4.54962790E+02 
 7.12500021E-01  -1.08272076E+01   4.39055237E+01   0.00000000E+00   1.39765225E+00   3.37879867E+02 
 7.17500021E-01   4.81136394E+01   3.92348327E+01   0.00000000E+00   1.34812126E+00   3.43388019E+02 
 7.22500021E-01  -1.14182434E+01   3.87663147E+01   0.00000000E+00   1.40778399E+00   3.41860294E+02 
 7.27500021E-01  -3.42427615E+00   3.69423092E+01   0.00000000E+00   1.37692729E+00   3.57190435E+02 
 7.32500021E-01   1.68800355E+02   3.65835688E+01   0.00000000E+00   1.42079356E+00   3.32157134E+02 
 7.37500021E-01   1.34456229E+02   3.74870998E+01   0.00000000E+00   1.48451785E+00   3.14517216E+02 
 7.42500021E-01   1.49180507E+02   3.79378512E+01   0.00000000E+00   1.34795240E+00   3.13123343E+02 
 7.47500021E-01   1.13448481E+02   3.51463246E+01   0.00000000E+00   1.32586149E+00   2.98727021E+02 
 7.52500020E-01   8.90899277E+01   3.50203069E+01   0.00000000E+00   1.43910640E+00   2.20854055E+02 
 7.57500020E-01   7.40035665E+01   3.49027467E+01   0.00000000E+00   1.36448206E+00   1.82884135E+02 
 7.62500020E-01   8.63588951E+01   3.27887246E+01   0.00000000E+00   1.36166664E+00   1.28045956E+02 
 7.67500020E-01   1.50584529E+02   3.31010427E+01   0.00000000E+00   1.38299244E+00   1.29189387E+02 
 7.72500020E-01   1.55543069E+02   3.43206600E+01   0.00000000E+00   1.41083844E+00   1.11776320E+02 
 7.77500020E-01   5.65650631E+01   3.45745312E+01   0.00000000E+00   1.37696283E+00   9.76635181E+01 
 7.82500020E-01   1.16876817E+02   3.47981210E+01   0.00000000E+00   1.40134907E+00   9.63022895E+01 
 7.87500020E-01   7.63100840E+01   3.52037289E+01   0.00000000E+00   1.25888504E+00   7.35753305E+01 
 7.92500020E-01   8.33674295E+01   3.50073927E+01   0.00000000E+00   1.29275466E+00   7.08547132E+01 
 7.97500019E-01   1.35700383E+02   3.24877980E+01   0.00000000E+00   1.31343538E+00   6.34243604E+01 
 8.02500019E-01   9.11859988E+01   3.44975072E+01   0.00000000E+00   1.33419822E+00   6.13429295E+01 
 8.07500019E-01  -1.87707482E+01   3.35483485E+01   0.00000000E+00   1.31265900E+00   6.61369875E+01 
 8.12500019E-01   9.71578658E+01   3.39989627E+01   0.00000000E+00   1.36331309E+00   6.20593899E+01 
 8.17500019E-01   1.91867270E+02   3.26593592E+01   0.00000000E+00   1.32102227E+00   6.50011649E+01 
 8.22500019E-01   1.85913281E+02   3.31700838E+01   0.00000000E+00   1.32718464E+00   6.11040690E+01 
 8.27500019E-01   1.07627695E+02   3.29680781E+01   0.00000000E+00   1.41166846E+00   5.48499176E+01 
 8.32500019E-01   1.22052810E+01   3.19856108E+01   0.00000000E+00   1.32959844E+00   5.70901486E+01 
 8.37500019E-01   3.57699310E+01   3.20532439E+01   0.00000000E+00   1.31884755E+00   5.91903497E+01 
 8.42500018E-01   7.19523153E+00   3.16332594E+01   0.00000000E+00   1.37606111E+00   6.14595170E+01 
 8.47500018E-01  -5.76500978E+01   3.13300410E+01   0.00000000E+00   1.35898176E+00   7.09549278E+01 
 8.52500018E-01  -2.77509463E+01   3.09502161E+01   0.00000000E+00   1.32730827E+00   7.66428194E+01 
 8.57500018E-01   8.10665338E+01   3.33197957E+01   0.00000000E+00   1.28422967E+00   7.75724462E+01 
 8.62500018E-01   4.17026559E+01   3.27617660E+01   0.00000000E+00   1.24829898E+00   7.90907548E+01 
 8.67500018E-01   9.50241813E+00   3.29654354E+01   0.00000000E+00   1.33471464E+00   7.81448401E+01 
 8.72500018E-01   6.01375538E+01   3.30247352E+01   0.00000000E+00   1.26446350E+00   7.43987226E+01 
 8.77500018E-01   6.37169889E+01   3.29153328E+01   0.00000000E+00   1.33252679E+00   7.52930929E+01 
