3600.00,0.0002426760
3610.00,0.0004931760
3620.00,0.0009530690
3630.00,0.0017542220
3640.00,0.0029391910
3650.00,0.0046392750
3660.00,0.0068752330
3670.00,0.0097592700
3680.00,0.0131621690
3690.00,0.0172032880
3700.00,0.0220186500
3710.00,0.0278553260
3720.00,0.0350404230
3730.00,0.0440227190
3740.00,0.0551998440
3750.00,0.0674738060
3760.00,0.0806872180
3770.00,0.0947340770
3780.00,0.1084869960
3790.00,0.1221730260
3800.00,0.1359136790
3810.00,0.1480823310
3820.00,0.1602667220
3830.00,0.1740467200
3840.00,0.1883798820
3850.00,0.2050650260
3860.00,0.2238614450
3870.00,0.2428268230
3880.00,0.2638701480
3890.00,0.2842885610
3900.00,0.3031979280
3910.00,0.3215124720
3920.00,0.3403871210
3930.00,0.3592548270
3940.00,0.3780669860
3950.00,0.3952728900
3960.00,0.4127032990
3970.00,0.4313372420
3980.00,0.4486496120
3990.00,0.4662952680
4000.00,0.4808209950
4010.00,0.4897664910
4020.00,0.5003645320
4030.00,0.5118906820
4040.00,0.5218800120
4050.00,0.5286221160
4060.00,0.5364358270
4070.00,0.5453743800
4080.00,0.5555372970
4090.00,0.5655335700
4100.00,0.5761709570
4110.00,0.5881600050
4120.00,0.5995889470
4130.00,0.6101430120
4140.00,0.6241988980
4150.00,0.6374169390
4160.00,0.6485611990
4170.00,0.6577265710
4180.00,0.6672136570
4190.00,0.6794480410
4200.00,0.6909070710
4210.00,0.6991258180
4220.00,0.7027873380
4230.00,0.7055832390
4240.00,0.7068446350
4250.00,0.7093581690
4260.00,0.7159313150
4270.00,0.7225576940
4280.00,0.7283300270
4290.00,0.7346694100
4300.00,0.7435385280
4310.00,0.7532755790
4320.00,0.7633528600
4330.00,0.7743443630
4340.00,0.7810332340
4350.00,0.7879396660
4360.00,0.8000189790
4370.00,0.8108808710
4380.00,0.8209049190
4390.00,0.8291051500
4400.00,0.8372752920
4410.00,0.8476650290
4420.00,0.8534257890
4430.00,0.8568581750
4440.00,0.8602859320
4450.00,0.8628110380
4460.00,0.8649426820
4470.00,0.8685417110
4480.00,0.8756425600
4490.00,0.8832896280
4500.00,0.8912838700
4510.00,0.8960980050
4520.00,0.9015347370
4530.00,0.9073186430
4540.00,0.9137205160
4550.00,0.9206547220
4560.00,0.9290979750
4570.00,0.9332038760
4580.00,0.9368121630
4590.00,0.9420891960
4600.00,0.9436237010
4610.00,0.9447323410
4620.00,0.9417397080
4630.00,0.9365922870
4640.00,0.9317295470
4650.00,0.9270265080
4660.00,0.9231497400
4670.00,0.9215782030
4680.00,0.9228882030
4690.00,0.9262280090
4700.00,0.9329145650
4710.00,0.9393627290
4720.00,0.9453827120
4730.00,0.9530621830
4740.00,0.9616535630
4750.00,0.9697241820
4758.40,0.9878859700
4768.30,0.9941304580
4778.20,0.9982062720
4788.10,1.0000000000
4798.00,0.9992038160
4807.90,0.9966972260
4817.70,0.9926977900
4827.60,0.9862565700
4837.50,0.9748114270
4847.40,0.9546152050
4857.30,0.9212078850
4867.20,0.8722402620
4877.10,0.8077053930
4887.00,0.7290660350
4896.80,0.6406618510
4906.70,0.5484781080
4916.60,0.4579584830
4926.50,0.3733894060
4936.40,0.2981847470
4946.30,0.2340595430
4956.20,0.1810679510
4966.00,0.1384667910
4975.90,0.1050323910
4985.80,0.0793223640
4995.70,0.0598954780
5005.60,0.0453417460
5015.50,0.0345513710
5025.40,0.0266073540
5035.20,0.0207534580
5045.10,0.0164166400
5055.00,0.0132289650
5064.90,0.0108670070
5074.80,0.0091114220
5084.70,0.0078115820
5094.60,0.0067919810
5104.40,0.0059676990
5114.30,0.0053168420
5124.20,0.0047722430
5134.10,0.0042741880
5144.00,0.0038469800
5153.90,0.0034788370
5163.80,0.0031338170
5173.60,0.0027757890
5183.50,0.0024410210
5193.40,0.0021295880
5203.30,0.0018543590
5213.20,0.0016158250
5223.10,0.0014004920
5233.00,0.0012085310
5242.80,0.0010523190
5252.70,0.0009076470
5262.60,0.0007622810
5272.50,0.0006408560
5282.40,0.0005312000
5292.30,0.0004457840
5302.20,0.0003723270
5312.10,0.0003232710
5321.90,0.0002740350
5331.80,0.0002246210
5341.70,0.0002000280
5351.60,0.0002003920
5361.50,0.0002007580
5371.40,0.0001759850
5381.30,0.0001637110
5391.10,0.0001640070
5401.00,0.0001643010
5410.90,0.0001645680
5420.80,0.0001775150
5430.70,0.0001651050
5440.60,0.0001399300
5450.50,0.0001146740
5460.30,0.0000893000
5470.20,0.0000383000
5480.10,0.0000128000
